diagram_id,model,main_category,subcategory,extraction_success,extraction_time_ms,prompt_tokens,completion_tokens,evaluation_time_ms,overall_score,overall_pass,angle_labels_matches_arcs_passed,angle_labels_matches_arcs_message,diagram_fully_in_canvas_passed,diagram_fully_in_canvas_message,labels_associated_with_elements_passed,labels_associated_with_elements_message,diagram_elements_dont_problematically_overlap_passed,diagram_elements_dont_problematically_overlap_message,diagram_elements_are_readable_size_passed,diagram_elements_are_readable_size_message,shape_outlines_are_closed_passed,shape_outlines_are_closed_message,core_mathematical_properties_of_shapes_correct_passed,core_mathematical_properties_of_shapes_correct_message,labeled_lengths_areas_match_proportions_passed,labeled_lengths_areas_match_proportions_message,schema_validation_passed,schema_validation_message
174,gpt-4.1-mini,2d shapes,rectangle,True,3190.455749994726,3057,181,13.413499997113831,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'P' -> segment (distance=0.0pt); Label 'Q' -> segment (distance=0.0pt); Label 'R' -> segment (distance=0.0pt); Label 'S' -> segment (distance=0.0pt); Label '12 cm' -> segment (distance=0.0pt); Label '6 cm' -> segment (distance=0.0pt) (ties noted: Text label 'P' ties elements (difference=0.0pt); Text label 'Q' ties elements (difference=0.0pt) (+2 more ties)),True,No problematic overlaps detected,True,All elements >= 1.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
175,gpt-4.1-mini,2d shapes,rectangle,True,4772.4612500023795,3106,227,12.469167006202042,1.0,True,N/A,No angle labels or right-angle symbols to evaluate,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
176,gpt-4.1-mini,2d shapes,rectangle,True,2996.481374997529,3109,206,11.145958007546142,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (2 total): Label '6' -> shape_edge (polygon) (distance=7.2pt); Label '2/3' -> shape_edge (polygon) (distance=7.2pt) (ties noted: Numeric label '6' ties edges (difference=0.0pt); Numeric label '2/3' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=6) vs ((no id), label=0.666667) → rel. error 0.988",,
177,gpt-4.1-mini,2d shapes,rectangle,True,7839.547417010181,3085,672,17.075416995794512,0.7142857142857143,False,N/A,No angle indicators to check,False,"shapes bbox ((-54.2, 36.1) to (-18.1, 72.3)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (13 total): Label '1' -> shape_edge (polygon) (distance=15.1pt); Label '2' -> shape_edge (polygon) (distance=15.1pt); Label '3' -> shape_edge (polygon) (distance=15.1pt); Label '4' -> shape_edge (polygon) (distance=15.1pt); Label '5' -> shape_edge (polygon) (distance=15.1pt); Label '6' -> shape_edge (polygon) (distance=15.1pt); Label '7' -> shape_edge (polygon) (distance=15.1pt); Label '8' -> shape_edge (polygon) (distance=15.1pt); Label '9' -> shape_edge (polygon) (distance=15.1pt); Label '10' -> shape_edge (polygon) (distance=13.6pt); Label '11' -> shape_edge (polygon) (distance=13.6pt); Label '12' -> shape_edge (polygon) (distance=13.6pt); Label 'Figure A' -> shape (polygon) (distance=7.2pt) (ties noted: Numeric label '1' ties edges (difference=0.0pt); Numeric label '2' ties edges (difference=0.0pt) (+11 more ties)),True,No problematic overlaps detected,True,All elements >= 1.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Area proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 1.000; Area proportion mismatch: ((no id), label=1) vs ((no id), label=3) → rel. error 2.000; Area proportion mismatch: ((no id), label=1) vs ((no id), label=4) → rel. error 3.000 (+63 more)",,
178,gpt-4.1-mini,2d shapes,rectangle,True,5013.355333998334,2970,283,14.282083997386508,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
179,gpt-4.1-mini,2d shapes,rectangle,True,3634.6139579982264,3122,228,12.709458009339869,0.8333333333333334,False,N/A,No angle labels or right-angle symbols to evaluate,True,No canvas constraints applied,False,Text label 'Rectangle' is 90.0pt from nearest element (limit 75.0pt),True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
180,gpt-4.1-mini,2d shapes,rectangle,True,8026.860625002882,3270,440,15.34666700172238,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
181,gpt-4.1-mini,2d shapes,rectangle,True,9984.565582999494,3387,560,15.907667009742,0.7142857142857143,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (5 total): Label '1 × 36 = 36' -> segment (distance=0.0pt); Label '2 × 18 = 36' -> segment (distance=0.0pt); Label '3 × 12 = 36' -> segment (distance=0.0pt); Label '4 × 9 = 36' -> segment (distance=5.7pt); Label '6 × 6 = 36' -> segment (distance=5.7pt) (ties noted: Numeric label '1 × 36 = 36' ties edges (difference=0.0pt); Numeric label '2 × 18 = 36' ties edges (difference=0.0pt) (+3 more ties)),False,Node '1 × 36 = 36' sits directly on top of a diagram edge; Node '2 × 18 = 36' sits directly on top of a diagram edge; Node '3 × 12 = 36' sits directly on top of a diagram edge,True,All elements >= 1.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=1) vs ((no id), label=4) → rel. error 0.111; Length proportion mismatch: ((no id), label=1) vs ((no id), label=6) → rel. error 1.000; Length proportion mismatch: ((no id), label=2) vs ((no id), label=4) → rel. error 0.111 (+4 more)",,
182,gpt-4.1-mini,2d shapes,rectangle,True,1548.6032089975197,2920,51,1.638665999053046,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
183,gpt-4.1-mini,2d shapes,circle,True,4186.06545800867,3037,244,5.906334001338109,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
184,gpt-4.1-mini,2d shapes,circle,True,3457.2080409998307,3439,207,9.161416994174942,0.8333333333333334,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (5 total): Label 'A' -> segment (distance=0.0pt); Label 'B' -> segment (distance=0.0pt); Label 'E' -> segment (distance=0.0pt); Label 'C' -> shape (polygon) (distance=85.5pt); Label 'D' -> shape (polygon) (distance=22.4pt),True,No problematic overlaps detected,True,All elements >= 2.9pt,False,shape (polygon) vertices do not wrap to close the outline,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
185,gpt-4.1-mini,2d shapes,circle,False,11114.498208000441,3235,699,0.0,0.0,False,,,,,,,,,,,,,,,,,,
186,gpt-4.1-mini,2d shapes,circle,True,9496.486584001104,3308,507,22.907082995516248,0.8333333333333334,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (4 total): Label 'O' -> segment (distance=0.0pt); Label '3 units' -> segment (distance=0.0pt); Label 'pivot' -> segment (distance=0.0pt); Label 'pencil' -> segment (distance=0.0pt) (ties noted: Text label 'O' ties elements (difference=0.0pt); Numeric label '3 units' ties edges (difference=0.0pt) (+1 more ties)),False,Node 'O' sits directly on top of a diagram edge,True,All elements >= 1.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
187,gpt-4.1-mini,2d shapes,circle,True,2406.865625001956,3032,101,1.9022499909624457,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
188,gpt-4.1-mini,2d shapes,circle,True,1165.8464999927673,2910,17,0.2802920062094927,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
189,gpt-4.1-mini,2d shapes,circle,False,1871.7430410033558,3017,93,2.8007500077364966,0.6666666666666666,False,N/A,No angle indicators to check,False,"circles bbox ((-216.8, -144.5) to (72.3, 144.5)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 2.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,False,"Schema validation failed: 2 validation errors for TikzIR
nodes.0.text
  Field required [type=missing, input_value={'at': [-1, 0]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/missing
nodes.1.text
  Field required [type=missing, input_value={'at': [1, 0]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/missing"
190,gpt-4.1-mini,2d shapes,circle,True,4090.2134159987327,3088,253,5.597458002739586,0.8,False,N/A,No angle indicators to check,False,"circles bbox ((173.4, 28.9) to (187.9, 43.4)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
191,gpt-4.1-mini,2d shapes,circle,True,1314.4867919909302,2980,32,0.23354199947789311,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
192,gpt-4.1-mini,2d shapes,circle,True,2327.6210829935735,3020,173,2.603500004624948,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
193,gpt-4.1-mini,2d shapes,circle,True,3147.694709012285,3096,181,6.740750002791174,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
194,gpt-4.1-mini,2d shapes,circle,True,6048.255750007229,3152,396,14.547333004884422,0.8333333333333334,False,N/A,No angle labels or right-angle symbols to evaluate,True,No canvas constraints applied,True,Labels assigned (1 total): Label 'vertex' -> segment (distance=0.0pt) (ties noted: Text label 'vertex' ties elements (difference=0.0pt)),False,"Arc start endpoint (48.8, 0.0) is 34.5pt from nearest edge; Node 'vertex' sits directly on top of a diagram edge",True,All elements >= 1.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
195,gpt-4.1-mini,2d shapes,circle,True,9047.039416007465,3043,644,16.514374990947545,0.8,False,N/A,No angle indicators to check,False,"shapes bbox ((43.4, 0.0) to (65.0, 21.7)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
196,gpt-4.1-mini,2d shapes,circle,True,4133.708416993613,3007,202,5.877165996935219,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
197,gpt-4.1-mini,2d shapes,circle,True,3743.6056660080794,2980,132,3.582334000384435,0.8,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,False,Elements below readability threshold 0.7pt: shape (0.0pt),True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
198,gpt-4.1-mini,2d shapes,circle,True,2543.5009169887053,3084,123,7.6613749988609925,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (2 total): Label '3' -> segment (distance=0.0pt); Label '9' -> segment (distance=0.0pt),True,No problematic overlaps detected,False,Elements below readability threshold 6.5pt: node (4.5pt); node (4.5pt),True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
199,gpt-4.1-mini,2d shapes,circle,True,2400.3154170059133,3020,173,6.947791000129655,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
200,gpt-4.1-mini,2d shapes,circle,True,2623.24100000842,3050,146,3.018083007191308,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 2.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
201,gpt-4.1-mini,2d shapes,circle,True,5306.401834008284,3278,385,7.093499996699393,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (4 total): Label 'M' -> segment (distance=0.0pt); Label 'N' -> segment (distance=0.0pt); Label 'Q' -> segment (distance=0.0pt); Label 'R' -> segment (distance=0.0pt) (ties noted: Text label 'Q' ties elements (difference=0.0pt); Text label 'R' ties elements (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
202,gpt-4.1-mini,2d shapes,circle,True,2589.08999999403,3055,170,7.58441598736681,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
203,gpt-4.1-mini,2d shapes,circle,True,7210.438124995562,3192,579,7.49304099008441,1.0,True,N/A,No angle labels or right-angle symbols to evaluate,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 3.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
204,gpt-4.1-mini,2d shapes,circle,True,2999.9074160004966,3068,168,5.54720799846109,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
205,gpt-4.1-mini,2d shapes,circle,True,4547.475874991505,3288,328,17.52558400039561,0.8333333333333334,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (9 total): Label 'O' -> segment (distance=0.0pt); Label 'A' -> segment (distance=0.0pt); Label 'B' -> segment (distance=0.0pt); Label 'C' -> segment (distance=0.0pt); Label 'D' -> segment (distance=0.0pt); Label 'E' -> segment (distance=0.0pt); Label 'F' -> segment (distance=0.0pt); Label 'G' -> segment (distance=0.0pt); Label 'H' -> segment (distance=0.0pt) (ties noted: Text label 'O' ties elements (difference=0.0pt)),False,Node 'O' sits directly on top of a diagram edge,True,All elements >= 1.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
206,gpt-4.1-mini,2d shapes,circle,True,2957.195832990692,3005,170,5.172958000912331,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
207,gpt-4.1-mini,2d shapes,circle,True,1410.9936250024475,2957,78,1.5109999949345365,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
208,gpt-4.1-mini,2d shapes,circle,True,6587.736041998141,3215,571,15.861457999562845,0.5714285714285714,False,N/A,No angle indicators to check,False,Canvas constraints result in empty region,False,Numeric label '1/2' is 72.3pt from nearest edge (limit 55.0pt),True,No problematic overlaps detected,True,All elements >= 1.3pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=0.5) vs ((no id), label=0.375) → rel. error 0.250",,
209,gpt-4.1-mini,3d shapes,rectangular prism,True,59233.27454199898,3582,4085,86.78137499373406,0.2857142857142857,False,N/A,No angle indicators to check,False,"line_segments bbox ((-231.3, 108.4) to (-231.3, 108.4)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (5 total): Label '4' -> segment (distance=0.0pt); Label '6' -> segment (distance=0.0pt); Label '8' -> segment (distance=0.0pt); Label '2' -> segment (distance=0.0pt); Label '4' -> segment (distance=0.0pt) (ties noted: Numeric label '4' ties edges (difference=2.1pt)),False,Node '4' sits directly on top of a diagram edge; Node '6' sits directly on top of a diagram edge; Node '8' sits directly on top of a diagram edge (+2 more),False,Elements below readability threshold 2.6pt: line segment (0.0pt); line segment (0.0pt); line segment (0.0pt) (+2 more),False,3D-part id=65 missing right face; top face; 3D-part id=66 missing front face; right face; 3D-part id=67 missing front face; top face (+3 more),False,3D-part id=65 has too few distinct corners (4); 3D-part id=66 has too few distinct corners (4); 3D-part id=67 has too few distinct corners (4) (+3 more),True,Labeled lengths/areas match measured proportions,,
210,gpt-4.1-mini,3d shapes,rectangular prism,True,3565.5243329965742,3348,330,7.324000005610287,0.8571428571428571,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (6 total): Label '24' -> shape_edge (polygon) (distance=29.5pt); Label '18' -> shape_edge (polygon) (distance=17.2pt); Label '24' -> shape_edge (polygon) (distance=29.5pt); Label '18' -> shape_edge (polygon) (distance=17.2pt); Label '24' -> shape_edge (polygon) (distance=29.5pt); Label '12' -> shape_edge (polygon) (distance=18.7pt) (ties noted: Numeric label '24' ties edges (difference=0.0pt); Numeric label '18' ties edges (difference=0.0pt) (+4 more ties)),True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Area proportion mismatch: ((no id), label=24) vs ((no id), label=18) → rel. error 0.500; Area proportion mismatch: ((no id), label=24) vs ((no id), label=18) → rel. error 0.500; Area proportion mismatch: ((no id), label=24) vs ((no id), label=12) → rel. error 0.250 (+8 more)",,
211,gpt-4.1-mini,3d shapes,rectangular prism,True,13364.464333004435,3673,874,38.718791998689994,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (18 total): Label '24' -> segment (distance=54.8pt); Label '18' -> segment (distance=40.4pt); Label '18' -> segment (distance=40.4pt); Label '12' -> segment (distance=38.8pt); Label '12' -> segment (distance=38.8pt); Label '24' -> segment (distance=40.4pt); Label '6' -> segment (distance=0.0pt); Label '4' -> segment (distance=0.0pt); Label '6' -> segment (distance=0.0pt); Label '3' -> segment (distance=0.0pt); Label '6' -> segment (distance=0.0pt); Label '3' -> segment (distance=0.0pt); Label '3' -> segment (distance=0.0pt); Label '4' -> segment (distance=0.0pt); Label '3' -> segment (distance=0.0pt); Label '4' -> segment (distance=0.0pt); Label '6' -> segment (distance=0.0pt); Label '4' -> segment (distance=0.0pt) (ties noted: Numeric label '24' ties edges (difference=0.0pt); Numeric label '18' ties edges (difference=0.0pt) (+16 more ties)),True,No problematic overlaps detected,True,All elements >= 3.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=6) vs ((no id), label=4) → rel. error 0.333; Length proportion mismatch: ((no id), label=6) vs ((no id), label=4) → rel. error 0.333; Length proportion mismatch: ((no id), label=6) vs ((no id), label=4) → rel. error 0.333 (+33 more)",,
212,gpt-4.1-mini,3d shapes,rectangular prism,True,5298.798125004396,3245,499,12.094042001990601,0.6,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.5pt,False,shape id=4 (3D-part) vertices do not wrap to close the outline; shape id=5 (3D-part) vertices do not wrap to close the outline; shape id=7 (3D-part) vertices do not wrap to close the outline (+7 more),False,3D-part id=1 has too few distinct corners (4); 3D-part id=2 has too few distinct corners (4); 3D-part id=3 has too few distinct corners (4) (+4 more),N/A,No numeric labels to check,,
213,gpt-4.1-mini,3d shapes,rectangular prism,True,13203.597250001621,3338,1183,32.86774999287445,0.8,False,N/A,No angle indicators to check,False,"shapes id=11 bbox ((9.0, 36.1) to (32.2, 59.3)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
214,gpt-4.1-mini,3d shapes,rectangular prism,True,5194.831125001656,3278,324,5.328624989488162,0.8,False,N/A,No angle indicators to check,False,"shapes bbox ((57.8, 138.8) to (144.5, 185.0)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
215,gpt-4.1-mini,3d shapes,rectangular prism,True,20085.693417000584,3321,1411,28.53604100528173,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
216,gpt-4.1-mini,3d shapes,rectangular prism,True,31650.897707993863,3510,2287,45.46966700581834,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.3pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
217,gpt-4.1-mini,3d shapes,rectangular prism,True,33778.69849999843,3403,1665,27.15662500122562,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
218,gpt-4.1-mini,3d shapes,rectangular prism,True,34482.013000000734,3178,2280,54.227875007200055,0.4,False,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,False,Solid segment overlaps interior of 3D part id=1; Solid segment overlaps interior of 3D part id=6; Solid segment overlaps interior of 3D part id=11 (+17 more),True,All elements >= 0.2pt,False,3D-part id=1 missing right face; top face; 3D-part id=2 missing right face; top face; 3D-part id=3 missing right face; top face (+17 more),False,3D-part id=1 has too few distinct corners (4); 3D-part id=2 has too few distinct corners (4); 3D-part id=3 has too few distinct corners (4) (+17 more),N/A,No numeric labels to check,,
219,gpt-4.1-mini,3d shapes,rectangular prism,True,33799.63866699836,3394,2475,40.754707995802164,0.8,False,N/A,No angle indicators to check,False,"shapes id=1 bbox ((-56.6, -47.5) to (-33.4, -24.4)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
220,gpt-4.1-mini,3d shapes,rectangular prism,True,87532.34233400144,3749,5937,104.73354200075846,0.8,False,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,False,Solid segment overlaps interior of 3D part id=2; Solid segment overlaps interior of 3D part id=3; Solid segment overlaps interior of 3D part id=55 (+2 more),True,All elements >= 3.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
221,gpt-4.1-mini,3d shapes,rectangular prism,True,4811.112374998629,3298,316,13.130999999702908,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label '5' -> segment (distance=0.0pt); Label '3' -> segment (distance=0.0pt); Label '3' -> segment (distance=0.0pt) (ties noted: Numeric label '5' ties edges (difference=0.0pt); Numeric label '3' ties edges (difference=0.0pt) (+1 more ties)),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=5) vs ((no id), label=3) → rel. error 0.400; Length proportion mismatch: ((no id), label=5) vs ((no id), label=3) → rel. error 0.455; Length proportion mismatch: ((no id), label=3) vs ((no id), label=3) → rel. error 0.091",,
222,gpt-4.1-mini,3d shapes,rectangular prism,True,25803.2457500085,3389,1581,36.2639999948442,0.6,False,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.2pt,False,3D-part id=25 missing right face; top face; 3D-part id=26 missing front face; right face; 3D-part id=27 missing front face; top face,False,3D-part id=25 has too few distinct corners (4); 3D-part id=26 has too few distinct corners (4); 3D-part id=27 has too few distinct corners (4),N/A,No numeric labels to check,,
223,gpt-4.1-mini,3d shapes,rectangular prism,False,2680.101999998442,3111,229,8.488624996971339,0.5,False,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,False,Solid segment overlaps interior of 3D part id=1; Solid segment overlaps interior of 3D part id=1,True,All elements >= 0.7pt,True,All shapes marked closed,False,3D-part id=1 has no 3D vertices,N/A,No numeric labels to check,False,"Schema validation failed: 8 validation errors for TikzIR
shapes.0.3D-part.vertices.0
  List should have at least 3 items after validation, not 2 [type=too_short, input_value=[0, 0], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/too_short
shapes.0.3D-part.vertices.1
  List should have at least 3 items after validation, not 2 [type=too_short, input_value=[2, 0], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/too_short
shapes.0.3D-part.vertices.2
  List should have at least 3 items after validation, not 2 [type=too_short, input_value=[2, 1.5], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/too_short
shapes.0.3D-part.vertices.3
  List should have at least 3 items after validation, not 2 [type=too_short, input_value=[0, 1.5], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/too_short
shapes.1.3D-part.vertices.0
  List should have at least 3 items after validation, not 2 [type=too_short, input_value=[0.5, 0.3], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/too_short
shapes.1.3D-part.vertices.1
  List should have at least 3 items after validation, not 2 [type=too_short, input_value=[2.5, 0.3], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/too_short
shapes.1.3D-part.vertices.2
  List should have at least 3 items after validation, not 2 [type=too_short, input_value=[2.5, 1.8], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/too_short
shapes.1.3D-part.vertices.3
  List should have at least 3 items after validation, not 2 [type=too_short, input_value=[0.5, 1.8], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/too_short"
224,gpt-4.1-mini,3d shapes,rectangular prism,True,3685.5489580048015,3109,269,6.368958012899384,0.7142857142857143,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label '5 units' -> segment (distance=7.2pt); Label '2 units' -> segment (distance=7.2pt); Label 'Area = 10 square units' -> segment (distance=0.0pt) (ties noted: Numeric label '5 units' ties edges (difference=0.0pt); Numeric label '2 units' ties edges (difference=0.0pt) (+1 more ties)),False,Node 'Area = 10 square units' sits directly on top of a diagram edge,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=5) vs ((no id), label=10) → rel. error 1.000; Length proportion mismatch: ((no id), label=2) vs ((no id), label=10) → rel. error 1.000",,
